21688 0
58635 1
31686 2
422 3
60338 4
13167 5
33509 6
23789 7
4757 8
53851 9
41489 10
4513 11
7480 12
45297 13
1914 14
23713 15
61825 16
2773 17
13451 18
40202 20
22123 21
27188 0
14561 0
34671 0
34674 0
36251 0
14550 0
64312 0
42851 0
39454 0
44533 0
6464 1
34968 0
39403 1
8859 0
14448 0
55443 0
16144 0
31537 0
30562 0
37556 0
27077 1
2621 0
37511 0
51689 0
55531 0
63714 0
15936 0
26641 0
5915 0
32495 1
34632 0
47681 0
59556 0
59597 0
55100 0
48285 1
47893 0
38633 0
26668 0
41561 0
18673 0
15920 0
49859 0
19010 0
20547 0
43888 1
17172 0
49783 0
