32446 0
61134 0
9196 0
52899 0
54509 0
15279 0
21528 0
24908 0
56339 0
50220 0
26349 0
57415 0
51271 0
42708 1
23530 0
37330 0
24260 1
50319 0
52349 1
2067 0
25627 0
18412 0
4387 0
49850 0
50502 0
7150 0
15114 0
17390 0
37302 0
6441 1
53574 0
13842 0
48073 0
45382 0
38931 0
44699 0
50348 0
4875 1
34490 0
53985 0
4433 0
17960 1
48116 0
39096 0
31506 0
54294 0
37193 0
54991 1
4396 0
57069 0
18107 0
15278 0
11391 1
55187 1
49592 0
44725 0
63507 0
19825 0
50246 0
19581 1
37866 0
29165 0
50310 0
33835 0
25925 0
14061 0
26838 1
60231 0
47430 0
60286 0
28286 0
23541 0
11939 0
15291 0
31041 0
50226 0
28357 0
20973 0
6841 0
26809 0
3694 1
17954 2
37291 0
15340 0
24082 0
10562 0
26141 0
24255 0
56586 0
7158 0
28339 0
27719 0
58693 0
32216 1
4374 0
53522 0
12635 0
13332 0
22483 1
37334 0
45753 0
14656 0
37275 0
45378 0
15269 0
29675 0
33841 0
28173 0
19519 0
28366 0
51427 0
19587 0
58348 0
24679 0
36538 0
20498 0
34775 1
37301 0
23014 0
25432 0
5073 0
28345 0
34117 0
55367 0
1043 0
20039 0
59189 0
19084 0
18055 0
44731 0
14792 0
51182 0
46111 0
1777 1
61171 0
44664 0
1749 1
64905 0
17287 0
20827 0
57837 0
42258 0
44781 0
42351 1
33466 0
31695 0
3197 1
58267 1
1208 0
57015 0
25414 0
43949 0
29720 0
42600 0
55224 0
64812 1
15286 0
50491 1
37233 0
20802 0
41078 0
61064 0
28411 0
7189 0
28297 0
17081 0
33517 0
30845 0
20841 0
48620 0
60397 0
14025 0
41533 0
13337 0
4426 0
60398 0
39225 0
59088 1
35683 0
49887 1
15209 0
12809 0
26705 1
28264 0
10567 0
55135 2
8518 0
57775 0
15626 1
41287 0
28304 0
31681 0
26971 0
59375 0
28184 0
55120 1
56306 0
42000 0
37560 0
23480 0
59184 0
60578 0
50305 0
6002 0
49336 0
16710 0
61167 0
27429 1
30283 0
20835 0
10498 0
28226 0
9241 0
53584 0
29510 0
60390 0
20141 0
10732 0
47631 0
58069 1
33467 0
58383 0
1313 0
33799 0
28391 0
54348 0
59249 0
28237 0
59036 0
55076 1
33607 0
40066 0
36332 0
38983 0
58398 0
33763 0
44013 0
48753 0
31694 0
47942 0
18807 0
30216 0
28493 0
11313 0
17450 0
51949 0
7862 1
35141 0
28295 0
11591 0
50271 0
28244 0
51327 1
54436 0
50208 0
8628 0
33851 0
6842 0
15673 1
22849 0
58775 0
17695 0
61106 0
62827 0
37918 0
60432 0
53600 0
46017 0
37613 0
57875 0
348 0
27626 0
22802 0
9246 0
45038 0
5956 0
6297 1
11949 0
10771 0
52664 0
40870 0
40030 0
63769 1
15117 0
37142 0
62495 0
17204 0
48060 0
37344 0
31685 0
41709 0
27772 1
14682 1
28168 0
47853 0
34489 0
6712 0
42093 1
64440 0
36364 0
7593 0
50707 0
7917 0
14010 0
59092 1
33335 1
33332 1
22290 0
44015 0
64153 0
44696 0
26577 0
4239 0
50655 0
16753 0
50180 0
38538 0
25625 0
13250 0
50283 0
52281 0
60542 1
51183 0
14573 0
43330 0
30905 0
24139 0
24796 0
17848 0
46354 0
6757 2
20849 0
61150 0
20019 0
33845 0
37864 1
15298 0
17386 0
23545 0
58692 0
15297 0
20534 1
48191 0
34832 0
58737 0
50877 1
63593 0
39421 0
62087 0
12127 0
57017 0
53991 0
48083 0
47087 0
45405 0
26708 1
37164 0
36513 0
7809 0
38191 0
35911 0
14713 0
15300 0
5970 0
44299 0
28211 0
1230 0
17502 0
4932 1
20858 0
14377 0
51133 0
43282 0
55622 0
42153 0
33354 1
29335 0
34692 1
52912 0
45548 0
12915 0
4983 2
37298 0
57159 0
2129 0
39907 0
19783 0
61880 0
48082 0
50371 0
751 1
41043 0
27210 0
61368 0
23184 1
3945 0
5613 0
20824 0
15640 1
25580 0
20150 0
55747 0
28993 0
30124 2
22568 1
51633 0
44702 0
34110 0
48382 0
12637 0
63026 0
26208 0
11930 0
21725 0
28324 0
5145 0
33041 0
8527 0
54659 0
25368 0
10453 1
667 1
55958 0
6472 0
34033 0
36517 0
25190 0
18140 0
29722 0
51255 0
55718 0
59817 0
46277 1
59778 1
19964 0
24361 0
1744 1
44855 1
33557 0
32145 1
13205 1
15588 0
31697 0
37620 0
19954 0
41977 0
17334 0
15264 0
37870 0
40261 0
1053 0
55813 0
44627 0
25926 0
18001 1
12651 0
54658 1
44099 1
15780 2
63377 1
54909 0
17496 0
12498 0
11961 0
30244 0
2294 1
28457 1
15308 0
26640 0
37917 0
59666 0
27618 0
31631 0
50213 0
50200 0
16836 0
15891 0
36309 2
31714 0
57669 0
21288 1
28948 0
54970 0
34552 1
64019 0
21485 0
54880 1
11501 0
61634 0
11189 0
31144 0
53265 0
34401 0
32276 0
8684 0
28380 0
7353 0
27652 1
36164 0
14814 2
17512 0
12781 0
14513 0
61071 0
31734 0
64504 0
53448 0
5834 1
27095 1
30238 0
49821 0
15052 0
50303 0
60651 0
440 0
25675 1
64130 0
54196 0
779 0
32225 1
50382 0
56303 0
57165 0
44018 0
14319 0
23750 0
6880 1
15484 0
31716 0
27743 1
20132 0
4079 0
37749 2
46863 0
64747 0
36882 0
28361 0
11134 0
13208 1
44345 1
2152 1
40404 2
56341 0
55150 1
4447 0
22706 0
36991 1
54030 2
40478 0
48819 0
23910 0
55184 1
15855 0
1158 0
46147 3
37416 1
41272 1
28802 1
36407 2
43335 0
37328 0
37363 0
31880 0
35933 0
45533 0
48735 0
11407 1
5663 1
53835 0
15166 0
64765 0
1944 0
20147 0
7162 0
51336 0
21364 2
10207 0
629 0
53615 0
54852 0
64985 0
50104 0
31763 0
45113 3
28333 0
50369 0
46189 1
19152 0
7143 0
50245 0
15215 0
44938 0
38587 0
35858 0
29817 0
32133 0
25014 0
19773 0
26313 1
21117 0
44150 1
2100 0
2437 0
11209 1
28742 0
59479 1
16653 0
23539 0
32172 1
5394 0
39026 1
10121 1
35335 0
46087 0
22585 0
36166 0
53585 0
48062 0
15233 0
35462 1
28341 0
63535 1
22855 5
37135 0
44047 0
21190 1
7870 0
34550 0
21119 0
9860 0
13184 1
64260 0
32953 0
53586 0
26165 0
61079 0
31160 0
37196 0
6893 0
22840 1
28327 0
37175 0
52721 0
28270 0
6452 1
56207 0
9222 0
40607 0
56218 0
24898 0
41966 0
31717 0
59190 0
51986 0
27862 1
10552 1
17463 0
55909 1
33772 0
50328 0
55993 0
30798 1
40609 0
50225 0
2188 0
59030 0
8390 0
10119 1
47575 1
23015 0
44228 1
14316 0
28240 0
47578 2
3049 0
5142 0
16272 1
64378 0
20846 0
64332 0
31424 0
9616 0
26951 0
7928 0
42143 0
42758 0
32123 1
61736 0
19640 0
46173 0
33855 0
41810 1
8941 0
27763 0
35538 2
37836 0
29507 0
10032 0
10106 0
12815 0
9347 0
42782 0
56594 0
37331 0
17222 0
55230 1
57121 0
6636 0
37294 0
16751 1
50429 0
381 0
20853 0
25307 1
30057 0
59096 0
23002 2
10390 0
49991 0
56683 0
16260 1
28346 0
48085 0
47131 1
40589 0
4300 0
7863 0
28229 0
50235 0
23400 0
748 0
42310 0
10497 0
32364 0
29010 0
14635 1
45774 0
19295 0
29607 0
46931 0
9548 0
37130 0
33824 0
55396 1
32896 0
8311 0
25107 0
58915 2
25464 1
3687 0
32432 0
6888 0
19582 1
10150 0
60489 0
17495 0
2372 0
61305 0
24818 2
38865 0
22865 0
59408 0
61140 0
26737 0
6759 0
39391 1
37159 0
25286 1
48426 0
51128 0
55139 0
42212 2
62431 0
59561 0
22171 1
40566 0
56610 0
23749 1
19673 0
54296 0
7939 2
32416 0
11126 2
4910 0
20664 0
48150 0
60649 0
44418 1
27707 0
63245 0
2685 1
37136 0
38954 0
21177 0
50414 0
15134 2
6371 1
7195 1
64495 0
30265 0
42650 0
33810 0
46129 0
14015 0
39923 0
36152 1
25273 0
38886 2
28199 0
23610 1
46502 0
39904 0
24087 0
7977 1
2448 1
61173 0
59975 0
28260 0
32009 1
5138 0
41286 0
41207 2
44734 0
36786 0
23234 3
50992 0
29371 0
28400 0
29574 0
2098 0
46971 0
61254 0
55413 1
44698 2
50535 0
47085 0
24523 0
11329 1
3783 1
12942 0
37286 0
59265 0
17959 1
57667 0
8310 0
2415 1
1078 0
41456 0
53572 0
8394 0
7619 0
14793 0
8916 1
23568 0
42697 0
3765 0
37562 0
57010 0
