53639 1
24837 0
16775 1
45948 1
53770 0
34263 0
53807 1
64237 0
16631 0
7213 1
20014 1
14605 0
44956 0
9571 2
17279 1
47762 0
60354 0
16028 1
55401 0
22733 0
3856 0
47418 0
28714 0
51760 0
30520 0
9531 0
46026 0
42107 2
30013 0
10346 0
61659 0
41355 0
24795 0
37408 0
4740 0
997 1
62323 0
14947 0
50885 1
15729 0
28530 0
63875 0
28434 0
16244 0
25123 0
47622 0
60246 0
10758 0
55549 0
22617 0
3972 0
47534 0
28862 0
27500 1
30636 0
9647 0
45918 0
9679 0
30121 0
10494 0
12365 0
24861 0
41037 0
21174 0
53778 0
34255 0
13285 0
64245 0
16623 0
64999 0
45028 0
14613 0
44932 0
21241 1
41653 0
40609 0
60331 0
5025 0
38461 0
63138 0
57591 0
55055 1
19037 0
35755 0
6236 0
46215 1
19373 0
16656 0
62375 0
37952 0
22109 0
2143 0
57055 0
46303 0
1885 0
19379 0
21154 0
54876 0
40604 0
38676 0
33538 0
61751 2
20429 0
36314 0
43064 0
15722 0
62010 0
16537 0
31846 0
60475 0
55359 0
39226 0
13167 0
24533 0
28622 0
3789 2
60623 0
16511 0
39580 0
48994 0
11175 0
19930 0
45362 2
5535 0
16257 0
64568 0
1130 0
60271 0
22095 1
7221 0
31759 0
9152 0
17398 0
35204 0
43286 0
58319 0
9180 0
12308 0
14657 0
41766 2
49852 0
23573 0
9055 0
39970 0
58171 1
9211 0
47292 0
7183 0
39993 0
50565 0
36644 0
5771 0
49008 0
59353 0
48040 1
7129 0
49956 0
44580 0
64546 0
19415 0
45199 0
15312 0
39281 0
32453 0
28269 0
14092 0
4719 0
56666 0
18239 0
39109 0
12910 0
30695 0
57940 0
16191 0
8852 0
7789 0
17001 0
13772 1
56669 0
44498 0
43170 0
16902 0
37239 0
26766 0
33396 0
45943 0
8742 0
34676 0
46961 0
43129 0
55048 0
55162 0
59538 0
62499 0
15651 0
65014 0
22349 0
41213 0
30852 0
23691 0
11096 0
11382 0
9490 0
16449 0
25324 0
38949 0
51112 0
45765 0
25326 0
4855 0
47195 0
54008 0
51135 0
274 0
3823 0
52494 0
63761 0
64233 0
39185 0
64786 0
34734 0
21435 0
45635 0
19863 0
55389 0
62186 0
50452 0
